T/1	Light/1	Pupil/3			
478	0.0000	0.0000	0.0000	0.4099	
479	0.0000	0.0000	0.0000	0.4099	
480	0.0000	0.0000	0.0000	0.4099	
481	0.0000	0.0000	0.0000	0.4099	
482	0.0000	0.0000	0.0000	0.4099	
483	0.0000	0.0000	0.0000	0.4099	
484	0.0000	0.0000	0.0000	0.4099	
485	0.0000	0.0000	0.0000	0.4100	
486	0.0000	0.0000	0.0000	0.4100	
487	0.0000	0.0000	0.0000	0.4100	
488	0.0000	0.0000	0.0000	0.4100	
489	0.0000	0.0000	0.0000	0.4100	
490	0.0000	0.0000	0.0000	0.4100	
491	0.0000	0.0000	0.0000	0.4100	
492	0.0000	0.0000	0.0000	0.4100	
493	0.0000	0.0000	0.0000	0.4100	
494	0.0000	0.0000	0.0000	0.4100	
495	0.0000	0.0000	0.0000	0.4100	
496	0.0000	0.0000	0.0000	0.4100	
497	0.0000	0.0000	0.0000	0.4100	
498	0.0000	0.0000	0.0000	0.4100	
499	0.0000	0.0000	0.0000	0.4100	
500	0.0000	0.0000	0.0000	0.4100	
501	0.0000	0.0000	0.0000	0.4100	
502	0.0000	0.0000	0.0000	0.4100	
503	0.0000	0.0000	0.0000	0.4100	
504	0.0000	0.0000	0.0000	0.4100	
505	0.0000	0.0000	0.0000	0.4100	
506	0.0000	0.0000	0.0000	0.4100	
507	0.0000	0.0000	0.0000	0.4101	
508	0.0000	0.0000	0.0000	0.4101	
509	0.0000	0.0000	0.0000	0.4101	
510	0.0000	0.0000	0.0000	0.4101	
511	0.0000	0.0000	0.0000	0.4101	
512	0.0000	0.0000	0.0000	0.4101	
513	0.0000	0.0000	0.0000	0.4101	
514	0.0000	0.0000	0.0000	0.4101	
515	0.0000	0.0000	0.0000	0.4101	
516	0.0000	0.0000	0.0000	0.4101	
517	0.0000	0.0000	0.0000	0.4101	
518	0.0000	0.0000	0.0000	0.4101	
519	0.0000	0.0000	0.0000	0.4101	
520	0.0000	0.0000	0.0000	0.4101	
521	0.0000	0.0000	0.0000	0.4101	
522	0.0000	0.0000	0.0000	0.4101	
523	0.0000	0.0000	0.0000	0.4101	
524	0.0000	0.0000	0.0000	0.4101	
525	0.0000	0.0000	0.0000	0.4101	
526	0.0000	0.0000	0.0000	0.4101	
527	0.0000	0.0000	0.0000	0.4101	
528	0.0000	0.0000	0.0000	0.4101	
529	0.0000	0.0000	0.0000	0.4101	
530	0.0000	0.0000	0.0000	0.4101	
531	0.0000	0.0000	0.0000	0.4101	
532	0.0000	0.0000	0.0000	0.4101	
533	0.0000	0.0000	0.0000	0.4101	
534	0.0000	0.0000	0.0000	0.4101	
535	0.0000	0.0000	0.0000	0.4101	
536	0.0000	0.0000	0.0000	0.4101	
537	0.0000	0.0000	0.0000	0.4101	
538	0.0000	0.0000	0.0000	0.4101	
539	0.0000	0.0000	0.0000	0.4101	
540	0.0000	0.0000	0.0000	0.4101	
541	0.0000	0.0000	0.0000	0.4101	
542	0.0000	0.0000	0.0000	0.4101	
543	0.0000	0.0000	0.0000	0.4101	
544	0.0000	0.0000	0.0000	0.4101	
545	0.0000	0.0000	0.0000	0.4101	
546	0.0000	0.0000	0.0000	0.4101	
547	0.0000	0.0000	0.0000	0.4101	
548	0.0000	0.0000	0.0000	0.4101	
549	0.0000	0.0000	0.0000	0.4101	
550	0.0000	0.0000	0.0000	0.4101	
551	0.0000	0.0000	0.0000	0.4101	
552	0.0000	0.0000	0.0000	0.4101	
553	0.0000	0.0000	0.0000	0.4101	
554	0.0000	0.0000	0.0000	0.4101	
555	0.0000	0.0000	0.0000	0.4101	
556	0.0000	0.0000	0.0000	0.4101	
557	0.0000	0.0000	0.0000	0.4101	
558	0.0000	0.0000	0.0000	0.4101	
559	0.0000	0.0000	0.0000	0.4101	
560	0.0000	0.0000	0.0000	0.4101	
561	0.0000	0.0000	0.0000	0.4101	
562	0.0000	0.0000	0.0000	0.4101	
563	0.0000	0.0000	0.0000	0.4101	
564	0.0000	0.0000	0.0000	0.4101	
565	0.0000	0.0000	0.0000	0.4101	
566	0.0000	0.0000	0.0000	0.4101	
567	0.0000	0.0000	0.0000	0.4101	
568	0.0000	0.0000	0.0000	0.4101	
569	0.0000	0.0000	0.0000	0.4101	
570	0.0000	0.0000	0.0000	0.4101	
571	0.0000	0.0000	0.0000	0.4101	
572	0.0000	0.0000	0.0000	0.4101	
573	0.0000	0.0000	0.0000	0.4101	
574	0.0000	0.0000	0.0000	0.4101	
575	0.0000	0.0000	0.0000	0.4101	
576	0.0000	0.0000	0.0000	0.4101	
577	0.0000	0.0000	0.0000	0.4101	
578	0.0000	0.0000	0.0000	0.4101	
579	0.0000	0.0000	0.0000	0.4101	
580	0.0000	0.0000	0.0000	0.4101	
581	0.0000	0.0000	0.0000	0.4101	
582	0.0000	0.0000	0.0000	0.4101	
583	0.0000	0.0000	0.0000	0.4101	
584	0.0000	0.0000	0.0000	0.4101	
585	0.0000	0.0000	0.0000	0.4101	
586	0.0000	0.0000	0.0000	0.4101	
587	0.0000	0.0000	0.0000	0.4101	
588	0.0000	0.0000	0.0000	0.4101	
589	0.0000	0.0000	0.0000	0.4101	
590	0.0000	0.0000	0.0000	0.4101	
591	0.0000	0.0000	0.0000	0.4101	
592	0.0000	0.0000	0.0000	0.4101	
593	0.0000	0.0000	0.0000	0.4101	
594	0.0000	0.0000	0.0000	0.4101	
595	0.0000	0.0000	0.0000	0.4101	
596	0.0000	0.0000	0.0000	0.4101	
597	0.0000	0.0000	0.0000	0.4101	
598	0.0000	0.0000	0.0000	0.4101	
599	0.0000	0.0000	0.0000	0.4101	
600	0.0000	0.0000	0.0000	0.4101	
601	0.0000	0.0000	0.0000	0.4101	
602	1.0000	0.0000	0.0000	0.4101	
603	1.0000	0.0000	0.0000	0.4101	
604	1.0000	0.0000	0.0000	0.4101	
